chunk_id,file_id,chat_id,chunk_type,summary,keywords,content_preview,created_at
a23bb1ad972969c4,Q2_2024_Revenue_Report.pdf,9a1a7aad-7b27-4331-8c09-1480f6dea0e5,time_series,"Monthly outlays data for FY2023 across 12 observations. Average monthly value: 23,176.13.","monthly, time_series, fiscal year, budget, trend, 2023","{""data"": [{""Fiscal_Year"": ""2023-01"", ""Outlays"": 36444.28, ""Agency"": ""USFS""}, {""Fiscal_Year"": ""2023-02"", ""Outlays"": 12906.86, ""Agency"": ""USFS""}, {""Fiscal_Year"": ""2023-03"", ""Outlays"": 40567.35, ""Agency"": ""EXIM""}, {""Fiscal_Year"": ""2023-04"", ""Outlays"": 5621.96, ""Agency"": ""NPS""}, {""Fiscal_Year"": ""2023-05",2024-02-11T14:24:57+00:00
53aff5ac252ab914,Customer_Churn_Analysis.xlsx,1d0194cd-941e-4663-857b-fab7c81aa327,text_content,Background DOD acquires new weapon systems for its warfighters through a management process known as the Defense Acquisi...,"ED, weapon systems, DOD, DOD acquisition, acquisition","{""text"": ""Background DOD acquires new weapon systems for its warfighters through a management process known as the Defense Acquisition System. This system is implemented by two key acquisition policies: DOD Directive 5000.01, which establishes the overarching framework for the Defense Acquisition Sy",2024-01-20T00:17:15+00:00
092ba28dac23be3a,Q1_2024_Revenue_Report.pdf,99805e22-f559-4031-a310-47ecd565e81b,text_content,Background Disability Compensation VA pays monthly disability compensation to veterans with disabling conditions caused ...,"VA, ED, disability compensation","{""text"": ""Background Disability Compensation VA pays monthly disability compensation to veterans with disabling conditions caused or aggravated by their military service. The benefit is based on an average reduction in earning capacity across a group of individuals with similar physical or mental im",2024-02-02T07:03:57+00:00
80d4fa17edaea14f,Customer_Churn_Analysis.xlsx,99805e22-f559-4031-a310-47ecd565e81b,statistics,"Statistical summary of corpus document characteristics. Mean document length: 50,282 chars, mean words: 7,517.","statistics, corpus, document analysis, descriptive, federal reports","{""statistics"": {""Document_Length"": {""count"": 50, ""mean"": 50282.22, ""std"": 24631.36, ""min"": 12215, ""25%"": 34483, ""50%"": 50115, ""75%"": 63049, ""max"": 138519}, ""Word_Count"": {""count"": 50, ""mean"": 7517.28, ""std"": 3716.4, ""min"": 1856, ""25%"": 5161, ""50%"": 7725, ""75%"": 9344, ""max"": 21033}}, ""columns"": [""Doc",2024-03-14T14:08:33+00:00
61d9918fd8e477dc,Sales_Pipeline_Overview.pptx,9a1a7aad-7b27-4331-8c09-1480f6dea0e5,categorical_data,Categorical overview of 8 federal agencies and their program portfolios. 3 agencies marked as fully active.,"categorical, agency, oversight, federal, programs, status","{""data"": [{""Agency"": ""NPS"", ""Program_Count"": 20, ""Region"": ""Domestic"", ""Status"": ""Reforming"", ""Oversight_Body"": ""GAO""}, {""Agency"": ""DOT"", ""Program_Count"": 4, ""Region"": ""Mixed"", ""Status"": ""Consolidated"", ""Oversight_Body"": ""Internal""}, {""Agency"": ""FEMA"", ""Program_Count"": 19, ""Region"": ""Domestic"", ""Sta",2024-02-25T09:21:27+00:00
7bbc7057dd61a126,Product_Inventory_Status.json,99805e22-f559-4031-a310-47ecd565e81b,financial_data,"Financial data from CBP budget analysis covering 12 programs. Total FY2024 requested: $2,995.49 billion.","financial, budget, appropriation, federal, program, funding","{""data"": [{""Program"": ""ESSA"", ""FY2024_Amount"": 222.35, ""Change_Pct"": -8.69, ""Category"": ""Security""}, {""Program"": ""TRIA"", ""FY2024_Amount"": 422.42, ""Change_Pct"": 9.47, ""Category"": ""Security""}, {""Program"": ""EPSDT"", ""FY2024_Amount"": 5.69, ""Change_Pct"": 17.68, ""Category"": ""Education""}, {""Program"": ""CHIP""",2024-05-10T10:18:11+00:00
b5a5a68209101154,Annual_Financial_Statement_2023.docx,,time_series,"Monthly personnel data for FY2023 across 12 observations. Average monthly value: 32,159.69.","monthly, time_series, fiscal year, budget, trend, 2023","{""data"": [{""Fiscal_Year"": ""2023-01"", ""Personnel"": 8256.6, ""Agency"": ""TSA""}, {""Fiscal_Year"": ""2023-02"", ""Personnel"": 3049.61, ""Agency"": ""SIGAR""}, {""Fiscal_Year"": ""2023-03"", ""Personnel"": 45050.09, ""Agency"": ""IRS""}, {""Fiscal_Year"": ""2023-04"", ""Personnel"": 45047.31, ""Agency"": ""ED""}, {""Fiscal_Year"": ""202",2024-03-12T16:40:16+00:00
d3182ff9798a73f7,Customer_Churn_Analysis.xlsx,,categorical_data,Categorical overview of 5 federal agencies and their program portfolios. 2 agencies marked as fully active.,"categorical, agency, oversight, federal, programs, status","{""data"": [{""Agency"": ""GAO"", ""Program_Count"": 17, ""Region"": ""Global"", ""Status"": ""Reforming"", ""Oversight_Body"": ""IG""}, {""Agency"": ""IRS"", ""Program_Count"": 10, ""Region"": ""Domestic"", ""Status"": ""Under Review"", ""Oversight_Body"": ""OMB""}, {""Agency"": ""USFS"", ""Program_Count"": 13, ""Region"": ""Global"", ""Status"": ",2024-05-16T04:11:35+00:00
dcf1e34e193bf879,Server_Infrastructure_Audit.docx,,categorical_data,Categorical overview of 8 federal agencies and their program portfolios. 1 agencies marked as fully active.,"categorical, agency, oversight, federal, programs, status","{""data"": [{""Agency"": ""TRIA"", ""Program_Count"": 15, ""Region"": ""Mixed"", ""Status"": ""Under Review"", ""Oversight_Body"": ""Congress""}, {""Agency"": ""SIGAR"", ""Program_Count"": 4, ""Region"": ""Mixed"", ""Status"": ""Consolidated"", ""Oversight_Body"": ""GAO""}, {""Agency"": ""CRS"", ""Program_Count"": 19, ""Region"": ""Mixed"", ""Stat",2024-04-25T20:13:24+00:00
4276c965acef0c48,Annual_Financial_Statement_2023.docx,9a1a7aad-7b27-4331-8c09-1480f6dea0e5,time_series,"Monthly obligations data for FY2019 across 12 observations. Average monthly value: 28,613.27.","monthly, time_series, fiscal year, budget, trend, 2019","{""data"": [{""Fiscal_Year"": ""2019-01"", ""Obligations"": 15058.77, ""Agency"": ""NPS""}, {""Fiscal_Year"": ""2019-02"", ""Obligations"": 39502.18, ""Agency"": ""ACL""}, {""Fiscal_Year"": ""2019-03"", ""Obligations"": 23784.42, ""Agency"": ""FWS""}, {""Fiscal_Year"": ""2019-04"", ""Obligations"": 34105.73, ""Agency"": ""USFS""}, {""Fiscal_",2024-04-16T09:34:20+00:00
9d966aa3e8363fca,Sales_Pipeline_Overview.pptx,9a1a7aad-7b27-4331-8c09-1480f6dea0e5,json_data,"JSON batch of 14 federal program records with agency, program, topic, status, and budget fields.","json, batch, federal programs, structured, records, budget","{""data"": [{""record_id"": 1, ""agency"": ""CDC"", ""program"": ""PSLF"", ""topic"": ""acquisition"", ""status"": ""Active"", ""fiscal_year"": 2022, ""budget_millions"": 109.81}, {""record_id"": 2, ""agency"": ""BLM"", ""program"": ""Medicaid"", ""topic"": ""healthcare"", ""status"": ""Active"", ""fiscal_year"": 2022, ""budget_millions"": 67.1",2024-04-05T23:57:52+00:00
0c29dd83fb46fb4d,Q1_2024_Revenue_Report.pdf,99805e22-f559-4031-a310-47ecd565e81b,categorical_data,Categorical overview of 7 federal agencies and their program portfolios. 2 agencies marked as fully active.,"categorical, agency, oversight, federal, programs, status","{""data"": [{""Agency"": ""TIFIA"", ""Program_Count"": 11, ""Region"": ""Domestic"", ""Status"": ""Consolidated"", ""Oversight_Body"": ""GAO""}, {""Agency"": ""GAO"", ""Program_Count"": 20, ""Region"": ""Domestic"", ""Status"": ""Reforming"", ""Oversight_Body"": ""IG""}, {""Agency"": ""FWS"", ""Program_Count"": 23, ""Region"": ""Domestic"", ""Stat",2024-03-29T07:03:08+00:00
54942f2a78ea3eec,Server_Infrastructure_Audit.docx,99805e22-f559-4031-a310-47ecd565e81b,json_data,"JSON batch of 9 federal program records with agency, program, topic, status, and budget fields.","json, batch, federal programs, structured, records, budget","{""data"": [{""record_id"": 1, ""agency"": ""HHS"", ""program"": ""Consolidation Loans"", ""topic"": ""depot maintenance"", ""status"": ""Reformed"", ""fiscal_year"": 2024, ""budget_millions"": 99.57}, {""record_id"": 2, ""agency"": ""CDC"", ""program"": ""EPSDT"", ""topic"": ""tank waste"", ""status"": ""Consolidated"", ""fiscal_year"": 2019",2024-03-01T09:32:47+00:00
68053f5fb9de2fd9,Product_Inventory_Status.json,003364dd-3e72-44fa-9799-72d067e7ca81,categorical_data,Categorical overview of 5 federal agencies and their program portfolios. 1 agencies marked as fully active.,"categorical, agency, oversight, federal, programs, status","{""data"": [{""Agency"": ""EXIM"", ""Program_Count"": 20, ""Region"": ""Domestic"", ""Status"": ""Consolidated"", ""Oversight_Body"": ""OMB""}, {""Agency"": ""DHS"", ""Program_Count"": 17, ""Region"": ""Domestic"", ""Status"": ""Active"", ""Oversight_Body"": ""Congress""}, {""Agency"": ""CDC"", ""Program_Count"": 10, ""Region"": ""Global"", ""Stat",2024-04-17T22:10:26+00:00
fa05fc73a735480e,Website_Traffic_Analytics_May.csv,9a1a7aad-7b27-4331-8c09-1480f6dea0e5,categorical_data,Categorical overview of 7 federal agencies and their program portfolios. 2 agencies marked as fully active.,"categorical, agency, oversight, federal, programs, status","{""data"": [{""Agency"": ""FDA"", ""Program_Count"": 20, ""Region"": ""Mixed"", ""Status"": ""Under Review"", ""Oversight_Body"": ""IG""}, {""Agency"": ""CBP"", ""Program_Count"": 9, ""Region"": ""Mixed"", ""Status"": ""Consolidated"", ""Oversight_Body"": ""Congress""}, {""Agency"": ""VA"", ""Program_Count"": 21, ""Region"": ""Mixed"", ""Status"": ",2024-02-22T14:33:43+00:00
16492b2a981ebd25,Q1_2024_Revenue_Report.pdf,9a1a7aad-7b27-4331-8c09-1480f6dea0e5,time_series,"Monthly outlays data for FY2021 across 12 observations. Average monthly value: 23,391.43.","monthly, time_series, fiscal year, budget, trend, 2021","{""data"": [{""Fiscal_Year"": ""2021-01"", ""Outlays"": 48309.38, ""Agency"": ""FDA""}, {""Fiscal_Year"": ""2021-02"", ""Outlays"": 47112.12, ""Agency"": ""USFS""}, {""Fiscal_Year"": ""2021-03"", ""Outlays"": 6590.27, ""Agency"": ""DOT""}, {""Fiscal_Year"": ""2021-04"", ""Outlays"": 20634.66, ""Agency"": ""DOT""}, {""Fiscal_Year"": ""2021-05"",",2024-03-26T12:44:00+00:00
5ec33df324495496,Server_Infrastructure_Audit.docx,,time_series,"Monthly outlays data for FY2019 across 12 observations. Average monthly value: 23,389.17.","monthly, time_series, fiscal year, budget, trend, 2019","{""data"": [{""Fiscal_Year"": ""2019-01"", ""Outlays"": 31650.24, ""Agency"": ""FDA""}, {""Fiscal_Year"": ""2019-02"", ""Outlays"": 33360.98, ""Agency"": ""EEOC""}, {""Fiscal_Year"": ""2019-03"", ""Outlays"": 12753.39, ""Agency"": ""DOT""}, {""Fiscal_Year"": ""2019-04"", ""Outlays"": 8670.1, ""Agency"": ""USPS""}, {""Fiscal_Year"": ""2019-05"",",2024-05-23T17:03:58+00:00
98888d06aae7d81f,Q2_2024_Revenue_Report.pdf,,text_content,"Background Education administers federal student aid programs, including the William D","ED, TEPSLF, education, student loans, Direct Loan, PSLF","{""text"": ""Background Education administers federal student aid programs, including the William D. Ford Federal Direct Loan (Direct Loan) program, through the Office of Federal Student Aid. Only Direct Loans are eligible for the TEPSLF and PSLF programs. Under the Direct Loan program, Education issue",2024-02-29T17:34:29+00:00
31c1ab208b2765a1,Employee_Satisfaction_Survey_2024.pdf,003364dd-3e72-44fa-9799-72d067e7ca81,text_content,Background Direct Loan Program and Repayment Plans The Direct Loan program provides financial assistance to students and...,"ED, education, student loans,  Stafford Loans, Direct Loan, VA","{""text"": ""Background Direct Loan Program and Repayment Plans The Direct Loan program provides financial assistance to students and their parents to help pay for postsecondary education. Under the Direct Loan program, Education issues several types of student loans (see sidebar). Current William D. F",2024-05-15T20:59:43+00:00
94f9d0f8c120c2d2,Website_Traffic_Analytics_May.csv,1d0194cd-941e-4663-857b-fab7c81aa327,statistics,"Statistical summary of corpus document characteristics. Mean document length: 50,282 chars, mean words: 7,517.","statistics, corpus, document analysis, descriptive, federal reports","{""statistics"": {""Document_Length"": {""count"": 50, ""mean"": 50282.22, ""std"": 24631.36, ""min"": 12215, ""25%"": 34483, ""50%"": 50115, ""75%"": 63049, ""max"": 138519}, ""Word_Count"": {""count"": 50, ""mean"": 7517.28, ""std"": 3716.4, ""min"": 1856, ""25%"": 5161, ""50%"": 7725, ""75%"": 9344, ""max"": 21033}}, ""columns"": [""Doc",2024-01-08T17:45:52+00:00
94561230ab62dbb1,Product_Inventory_Status.json,97278c45-3698-4fa0-91f0-a52705021ae7,time_series,"Monthly personnel data for FY2024 across 12 observations. Average monthly value: 34,028.85.","monthly, time_series, fiscal year, budget, trend, 2024","{""data"": [{""Fiscal_Year"": ""2024-01"", ""Personnel"": 29769.02, ""Agency"": ""HHS""}, {""Fiscal_Year"": ""2024-02"", ""Personnel"": 49979.05, ""Agency"": ""NIH""}, {""Fiscal_Year"": ""2024-03"", ""Personnel"": 29236.1, ""Agency"": ""FCC""}, {""Fiscal_Year"": ""2024-04"", ""Personnel"": 24054.54, ""Agency"": ""FWS""}, {""Fiscal_Year"": ""20",2024-02-14T10:51:54+00:00
6f4cbf44541429eb,Sales_Pipeline_Overview.pptx,,time_series,"Monthly obligations data for FY2021 across 12 observations. Average monthly value: 28,754.69.","monthly, time_series, fiscal year, budget, trend, 2021","{""data"": [{""Fiscal_Year"": ""2021-01"", ""Obligations"": 16840.42, ""Agency"": ""CRS""}, {""Fiscal_Year"": ""2021-02"", ""Obligations"": 43380.62, ""Agency"": ""DOD""}, {""Fiscal_Year"": ""2021-03"", ""Obligations"": 33225.36, ""Agency"": ""BLM""}, {""Fiscal_Year"": ""2021-04"", ""Obligations"": 21249.13, ""Agency"": ""EXIM""}, {""Fiscal_",2024-01-18T02:23:18+00:00
131dd423e8e04901,Customer_Churn_Analysis.xlsx,97278c45-3698-4fa0-91f0-a52705021ae7,text_content,Background DOD started the F-35 program in 2001 to develop a fifth-generation fighter aircraft intended to replace a ran...,"ED, DOD, F-35, VA, F-35 program","{""text"": ""Background DOD started the F-35 program in 2001 to develop a fifth-generation fighter aircraft intended to replace a range of aging aircraft in the U.S. military services\u2019 inventories and to provide enhanced capabilities to warfighters that capitalized on technological innovations. Am",2024-05-05T18:32:45+00:00
9b16129e42c41821,Marketing_Campaign_Performance.csv,9a1a7aad-7b27-4331-8c09-1480f6dea0e5,time_series,"Monthly contract awards data for FY2022 across 12 observations. Average monthly value: 30,447.87.","monthly, time_series, fiscal year, budget, trend, 2022","{""data"": [{""Fiscal_Year"": ""2022-01"", ""Contract_Awards"": 12942.81, ""Agency"": ""FHA""}, {""Fiscal_Year"": ""2022-02"", ""Contract_Awards"": 19795.71, ""Agency"": ""TSA""}, {""Fiscal_Year"": ""2022-03"", ""Contract_Awards"": 43337.32, ""Agency"": ""NIH""}, {""Fiscal_Year"": ""2022-04"", ""Contract_Awards"": 38861.08, ""Agency"": ""U",2024-06-11T02:05:43+00:00
5a6e3e667ef59d97,Sales_Pipeline_Overview.pptx,9a1a7aad-7b27-4331-8c09-1480f6dea0e5,financial_data,"Financial data from IRS budget analysis covering 5 programs. Total FY2024 requested: $1,644.59 billion.","financial, budget, appropriation, federal, program, funding","{""data"": [{""Program"": ""PSLF"", ""FY2023_Amount"": 51.08, ""FY2024_Amount"": 507.18, ""Change_Pct"": -11.01, ""Category"": ""Infrastructure""}, {""Program"": ""CAA"", ""FY2023_Amount"": 8.66, ""FY2024_Amount"": 87.35, ""Change_Pct"": 19.84, ""Category"": ""Health""}, {""Program"": ""TRIA"", ""FY2023_Amount"": 38.34, ""FY2024_Amount",2024-01-09T11:24:40+00:00
9e471cd1e0e6770e,Q2_2024_Revenue_Report.pdf,003364dd-3e72-44fa-9799-72d067e7ca81,financial_data,Financial data from USFS budget analysis covering 9 programs. Total FY2024 requested: $0.00 billion.,"financial, budget, appropriation, federal, program, funding","{""data"": [{""Program"": ""Medicare"", ""FY2023_Amount"": 122.85, ""Change_Pct"": 1.48, ""Category"": ""Health""}, {""Program"": ""Medicaid"", ""FY2023_Amount"": 85.82, ""Change_Pct"": -11.84, ""Category"": ""Infrastructure""}, {""Program"": ""F-35"", ""FY2023_Amount"": 310.24, ""Change_Pct"": -5.37, ""Category"": ""Security""}, {""Prog",2024-02-14T04:09:46+00:00
2587c3ef4363971d,Customer_Churn_Analysis.xlsx,1d0194cd-941e-4663-857b-fab7c81aa327,statistics,"Statistical summary of corpus document characteristics. Mean document length: 50,282 chars, mean words: 7,517.","statistics, corpus, document analysis, descriptive, federal reports","{""statistics"": {""Document_Length"": {""count"": 50, ""mean"": 50282.22, ""std"": 24631.36, ""min"": 12215, ""25%"": 34483, ""50%"": 50115, ""75%"": 63049, ""max"": 138519}, ""Word_Count"": {""count"": 50, ""mean"": 7517.28, ""std"": 3716.4, ""min"": 1856, ""25%"": 5161, ""50%"": 7725, ""75%"": 9344, ""max"": 21033}}, ""columns"": [""Doc",2024-02-27T10:51:54+00:00
5f39f553cb8b1f09,Marketing_Campaign_Performance.csv,9a1a7aad-7b27-4331-8c09-1480f6dea0e5,text_content,"""Privileged"" Nominations Every year the Senate routinely considers whether to give its advice and consent to hundreds of...","policy, ED, oversight, program","{""text"": ""\""Privileged\"" Nominations Every year the Senate routinely considers whether to give its advice and consent to hundreds of nominations submitted by the President. From start to finish, the confirmation process can be a lengthy one, even for relatively noncontroversial nominees. Each nomina",2024-02-23T07:10:16+00:00
140c374e0805c500,Employee_Satisfaction_Survey_2024.pdf,99805e22-f559-4031-a310-47ecd565e81b,categorical_data,Categorical overview of 7 federal agencies and their program portfolios. 1 agencies marked as fully active.,"categorical, agency, oversight, federal, programs, status","{""data"": [{""Agency"": ""CMS"", ""Program_Count"": 24, ""Region"": ""Mixed"", ""Status"": ""Under Review"", ""Oversight_Body"": ""GAO""}, {""Agency"": ""ACL"", ""Program_Count"": 23, ""Region"": ""Mixed"", ""Status"": ""Active"", ""Oversight_Body"": ""Congress""}, {""Agency"": ""FEMA"", ""Program_Count"": 17, ""Region"": ""Domestic"", ""Status"":",2024-04-27T21:07:40+00:00
daaf5812025dd415,Employee_Satisfaction_Survey_2024.pdf,,text_content,"Background Enacted on January 23, 1995, the CAA, as amended, applies 13 federal civil rights, workplace, and labor laws ...","dispute resolution, ED, CAA","{""text"": ""Background Enacted on January 23, 1995, the CAA, as amended, applies 13 federal civil rights, workplace, and labor laws to legislative branch employees who were previously exempted from such coverage. Table 1 lists the 13 laws included under the CAA. The CAA contained a series of specific ",2024-02-13T19:26:26+00:00
44b84b4573bfed8b,Website_Traffic_Analytics_May.csv,,categorical_data,Categorical overview of 5 federal agencies and their program portfolios. 3 agencies marked as fully active.,"categorical, agency, oversight, federal, programs, status","{""data"": [{""Agency"": ""FDA"", ""Program_Count"": 23, ""Region"": ""Global"", ""Status"": ""Active"", ""Oversight_Body"": ""IG""}, {""Agency"": ""CBP"", ""Program_Count"": 18, ""Region"": ""Domestic"", ""Status"": ""Reforming"", ""Oversight_Body"": ""Internal""}, {""Agency"": ""BLM"", ""Program_Count"": 10, ""Region"": ""Mixed"", ""Status"": ""Ac",2024-03-17T14:51:02+00:00
ebd3619652c5d0b9,Q2_2024_Revenue_Report.pdf,1d0194cd-941e-4663-857b-fab7c81aa327,text_content,"An Overview of UMRA, Its Origins, and Provisions Overview The Unfunded Mandates Reform Act of 1995 (UMRA) established re...","VA, ED, UMRA","{""text"": ""An Overview of UMRA, Its Origins, and Provisions Overview The Unfunded Mandates Reform Act of 1995 (UMRA) established requirements for enacting certain legislation and issuing certain regulations that would impose enforceable duties on state, local, or tribal governments or on the private ",2024-01-27T08:14:25+00:00
977cde2a26c903c0,Website_Traffic_Analytics_May.csv,99805e22-f559-4031-a310-47ecd565e81b,statistics,"Statistical summary of corpus document characteristics. Mean document length: 50,282 chars, mean words: 7,517.","statistics, corpus, document analysis, descriptive, federal reports","{""statistics"": {""Document_Length"": {""count"": 50, ""mean"": 50282.22, ""std"": 24631.36, ""min"": 12215, ""25%"": 34483, ""50%"": 50115, ""75%"": 63049, ""max"": 138519}, ""Word_Count"": {""count"": 50, ""mean"": 7517.28, ""std"": 3716.4, ""min"": 1856, ""25%"": 5161, ""50%"": 7725, ""75%"": 9344, ""max"": 21033}}, ""columns"": [""Doc",2024-06-20T22:19:38+00:00
a7109425ed7a995f,Q2_2024_Revenue_Report.pdf,003364dd-3e72-44fa-9799-72d067e7ca81,statistics,"Statistical summary of corpus document characteristics. Mean document length: 50,282 chars, mean words: 7,517.","statistics, corpus, document analysis, descriptive, federal reports","{""statistics"": {""Document_Length"": {""count"": 50, ""mean"": 50282.22, ""std"": 24631.36, ""min"": 12215, ""25%"": 34483, ""50%"": 50115, ""75%"": 63049, ""max"": 138519}, ""Word_Count"": {""count"": 50, ""mean"": 7517.28, ""std"": 3716.4, ""min"": 1856, ""25%"": 5161, ""50%"": 7725, ""75%"": 9344, ""max"": 21033}}, ""columns"": [""Doc",2024-01-07T08:28:08+00:00
1aa0d204fd6dd5fa,Product_Inventory_Status.json,99805e22-f559-4031-a310-47ecd565e81b,financial_data,"Financial data from TSA budget analysis covering 11 programs. Total FY2024 requested: $3,287.05 billion.","financial, budget, appropriation, federal, program, funding","{""data"": [{""Program"": ""PLUS Loans"", ""FY2024_Amount"": 472.29, ""Category"": ""Health""}, {""Program"": ""Direct Loan"", ""FY2024_Amount"": 593.3, ""Category"": ""Security""}, {""Program"": ""EPSDT"", ""FY2024_Amount"": 123.92, ""Category"": ""Security""}, {""Program"": ""EFMP"", ""FY2024_Amount"": 125.09, ""Category"": ""Health""}, {",2024-06-15T02:41:12+00:00
